year_month,trades,win_rate,mean_pnl,total_pnl,max_dd,sharpe,sharpe_active,sharpe_trade,variant,strategy_type
2020-05,26,42.30769230769231,-57.16076923076923,-1486.18,-1933.45,-2.2973047509766045,-3.6568383741048085,-4.084242662976838,baseline,REV
2020-06,52,51.92307692307693,42.337500000000006,2201.55,-1247.62,4.257882116728959,5.716091614892869,5.491096946284325,baseline,REV
2020-07,63,41.269841269841265,-106.26698412698413,-6694.82,-8792.780000000002,-4.070374324381535,-5.258249384753364,-6.975862604329,baseline,REV
2020-08,35,40.0,-53.894571428571425,-1886.31,-2237.46,-2.6839177363219657,-3.558518405257332,-5.004011712168901,baseline,REV
2020-09,42,54.761904761904766,13.692857142857143,575.1,-920.15,1.7825538602648558,2.12069363569477,2.267555829422991,baseline,REV
2020-10,35,71.42857142857143,107.8857142857143,3776.0000000000005,-215.71000000000004,5.962729660927228,8.609189953945284,15.384404192157856,baseline,REV
2020-11,55,43.63636363636363,-16.822727272727278,-925.2500000000002,-2873.3900000000003,-1.2865827074331788,-1.6036092950454355,-2.153703301650552,baseline,REV
2020-12,40,35.0,-28.45725,-1138.29,-1542.8999999999999,-2.452459451473283,-3.0727917466111565,-3.9071877459588906,baseline,REV
2021-01,39,53.84615384615385,13.202564102564102,514.9,-618.2,1.9016262509030133,2.4651614595398517,2.841550304351415,baseline,REV
2021-02,37,59.45945945945946,55.587567567567575,2056.7400000000002,-320.52999999999975,5.356625001574238,7.905154051986997,8.556839030671851,baseline,REV
